SYMBOL,NAME OF COMPANY
Syngene International Limited,SYNGENE
PECOS Hotels And Pubs Limited,PECOS
Boston Leasing and Finance Ltd.,BLFL
Mangalam Seeds Limited,MSL
Kaya Limited,KAYA
Alstone Textiles (India) Limited,ALSTONE
Symbiox Investment & Trading Co. Ltd.,SYMBIOX
ORTIN GLOBAL LIMITED,ORTINGLOBE
Avi Polymers Ltd.,AVI
 Aurum PropTech Limited,AURUM
Oswal Greentech Limited,OSWALGREEN
Vasudhagama Enterprises Limited,VASUDHAGAM
A.K. Spintex Ltd.,AKSPINTEX
Arvind SmartSpaces Limited,ARVSMART
Power Mech Projects Limited,POWERMECH
Minda Finance Limited,MINDAFIN
Canopy Finance Limited,CANOPYFIN
Rama Steel Tubes Limited,RAMASTEEL
THINKINK PICTUREZ LIMITED,THINKINK
Nishtha Finance And Investment (India) Limited,NFIL
UTI Mutual Fund,UTISENSETF
Universal Autofoundry Limited,UNIAUTO
VETO SWITCHGEARS AND CABLES LIMITED,VETO
Navkar Corporation Limited,NAVKARCORP
Pennar Engineered Building Systems Limited,PENPEBS
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK
CHPL Industries Ltd.,CHPLIND
Gujarat Gas Limited,GUJGASLTD
WAAREE TECHNOLOGIES LIMITED ,WAAREE
Sadbhav Infrastructure Project Limited,SADBHIN
Pneumatic Holdings Limited ,PHL
Prabhat Dairy Limited,PRABHAT
P. B. Films Limited,PBFL
SAL AUTOMOTIVE LIMITED,SALAUTO
POLYSPIN EXPORTS LIMITED,POLYSPIN
Pritika Auto Industries Limited,PRITIKAUTO
Sri Krishna Constructions (India) Limited,SKC
Soni Medicare Limited,SML
Mahaveer Infoway Limited,MINFY
Krishna Capital And Securities Limited,KRISHNACAP
Acme Resources Limited,ACME
Sang Froid Labs (India) Limited,SANGFROID
Kabra Commercial Limited,KCL
Vishal Bearings Limited,VISHALBL
Bella Casa Fashion & Retail Limited,BELLACASA
MALLCOM (INDIA) LTD.,MALLCOM
Patdiam Jewellery Limited,PJL
Naksh Precious Metals Limited,NAKSH
Arambhan Hospitality Services Limited,ARAMBHAN
SATIN CREDITCARE NETWORK LIMITED,SATIN
Decorous Investment and Trading Co. Ltd.,DITCO
Swagtam Trading & Services Limited,SWAGTAM
Generic Engineering Construction and Projects Limited,GENCON
Kuber Udyog Limited,KUBERJI
NEERAJ PAPER MARKETING LIMITED,NEERAJ
MUZALI ARTS LIMITED,MUZALI
Tejnaksh Healthcare Limited,TEJNAKSH
Indo-Global Enterprises Limited,INDOGLOBAL
Brilliant Portfolios Ltd.,BRIPORT
Richfield Financial Services Ltd.,RFSL
Coffee Day Enterprises Limited,COFFEEDAY
IDFC FIRST BANK LIMITED,IDFCFIRSTB
KRISHANA FABRICS LIMITED,KRISHFAB
BEARDSELL LIMITED,BEARDSELL
InterGlobe Aviation Limited,INDIGO
IGC Industries Limited,IGCIL
S H Kelkar and Company Limited,SHK
ARYAVAN ENTERPRISE LIMITED,ARYAVAN
Typhoon Financial Services Limited,TFSL
PANORAMA STUDIOS INTERNATIONAL LIMITED ,PANORAMA
Shree Ganesh Biotech (India) Limited,SHREEGANES
GTV Engineering Limited,GTV
Pariksha Fin-Invest-Lease Limited,PARIKSHA
Geetanjali Credit And Capital Limited,GEETANJ
Tirupati Fin-Lease Ltd.,TFLL
Garbi Finvest Limited,GARBIFIN
ADHARSHILA CAPITAL SERVICES LIMITED,ADHARSHILA
Smart Finsec Limited,SMARTFIN
Rajkot Investment Trust Limited,RAJKOTINV
Adcon Capital Services Limited,ADCON
Quint Digital Limited,QUINT
Uday Jewellery Industries Limited.,UDAYJEW
Mayukh Dealtrade Limited,MAYUKH
Shailja Commercial Trade Frenzy Limited,SHAILJA
Navigant Corporate Advisors Limited,NAVIGANT
Grovy India Limited,GROVY
Alkem Laboratories Limited,ALKEM
Dr. Lal Pathlabs Limited,LALPATHLAB
Navketan Merchants Limited,NAVKETAN
Suncare Traders Limited,SCTL
Creative Castings Limited,CREATIVE
AAYUSH WELLNESS LIMITED,AAYUSH
ELITECON INTERNATIONAL LIMITED,ELITECON
LUX Industries Limited,LUXIND
Valley Magnesite Company Limited,VALLEY
Abhishek Infraventures Limited,ABHIINFRA
Apoorva Leasing Finance & Investment Company Limited,APOORVA
AGRIBIO SPIRITS LIMITED,AGRIBIO
Narayana Hrudayalaya Limited,NH
F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC
Deep Diamond India Limited,DDIL
Abhijit Trading Co. Ltd.,ABHIJIT
REMEDIUM LIFECARE LIMITED,REMLIFE
AARNAV FASHIONS LIMITED,AARNAV
ACEWIN AGRITECK LIMITED,ACEWIN
Sunshine Capital Ltd.,SCL
SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL
Shivansh Finserv Limited,SHIVA
Mishtann Foods Limited,MISHTANN
Natco Economicals Limited,NATECO
Delta Industrial Resources Limited,DELTA
Jindal Stainless (Hisar) Limited,JSLHISAR
CREDENT GLOBAL FINANCE LIMITED,CGFL
Kotia Enterprises Limited,KEL
CHAMAK HOLDINGS LIMITED,CHAMAK
Blue Cloud Softech Solutions Limited,BLUECLOUDS
KANORIA ENERGY AND INFRASTRUCTURE LIMITED,KEIL
BCL Enterprises Limited,BCLENTERPR
AAR COMMERCIAL COMPANY LIMITED,AARCOM
Precision Camshafts Limited,PRECAM
Blueblood Ventures Limited,BVL
TeamLease Services Limited,TEAMLEASE
VIKRAM KAMATS HOSPITALITY LIMITED,KAMATS
BEST AGROLIFE LIMITED,BESTAGRO
ACE MEN ENGG WORKS LIMITED,ACEMEN
BFL Asset Finvest Limited,BFLAFL
RGF Capital Markets Limited,RGF
Radhagobind Commercial Limited,RCL
Quick Heal Technologies Limited,QUICKHEAL
Kapil Raj Finance Ltd.,KAPILRAJ
Ganga Pharmaceuticals Limited,GANGAPHARM
dynamic Archistructures Limited,DAL
LUCENT INDUSTRIES LIMITED,LUCENT
Shivkamal Impex Limited,SHIVKAMAL
K.P. Energy Limited,KPEL
REAL GROWTH CORPORATION LIMITED,RGCORP
INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER
Alora Trading Company Limited,ALORA
HILIKS TECHNOLOGIES LIMITED,HILIKS
HYPERSOFT TECHNOLOGIES LIMITED,HYPERSOFT
Gokul Agro Resources Ltd,GOKULAGRO
Fredun Pharmaceuticals Limited,FREDUN
Simbhaoli Sugars Ltd,SIMBHALS
Relicab Cable Manufacturing Limited,RELICAB
Vantage Knowledge Academy Limited,VKAL
MODERN ENGINEERING AND PROJECTS LIMITED,MEAPL
Mega Nirman & Industries Limited,MNIL
Darjeeling Ropeway Company Limited,DARJEELING
Advik Capital Limited,ADVIKCA
Pudumjee Paper Products Limited,PDMJEPAPER
Dune Mercantile Ltd.,DUNE
HealthCare Global Enterprises Limited,HCG
Khemani Distributors & Marketing Limited,KDML
Umiya Tubes Limited,UMIYA
Bharat Wire Ropes Limited,BHARATWIRE
CHD Chemicals Limited,CHDCHEM
INFIBEAM AVENUES LIMITED,INFIBEAM
LE LAVOIR LIMITED,LELAVOIR
Mudra Financial Services Ltd.,MUDRA
Shivom Investment & Consultancy Limited,SICLTD
Balgopal Commercial limited,BALGOPAL
Superior Finlease Limited,SUPERIOR
Ruby Cables Limited,RUBY
RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL
Franklin Leasing and Finance Limited,FRANKLIN
Lancer Container Lines Limited,LANCER
Sysco Industries Limited,SYSCO
NINtec Systems Limited,NINSYS
Equitas Holdings Limited,EQUITAS
Golden Capital Services Limited,GOLDENCAP
Halder Venture Limited,HALDER
SKIL Infrastructure Limited,SKIL
Ghushine Fintrrade Ocean Limited,GHUSHINE
Thyrocare Technologies Limited,THYROCARE
Bajaj Healthcare Limited,BAJAJHCARE
Bronze Trading Limited,BRONZE
Ujjivan Financial Services Limited,UJJIVAN
RSD Finance Limited,RSDFIN
Crompton Greaves Consumer Electricals Limited,CROMPTON
Pilani Investment And Industries Corporation Limited,PILANIINVS
Darshan Orna Limited,DARSHANORNA
Parag Milk Foods Limited,PARAGMILK
Madhav Infra Projects Limited,MADHAVIPL
Shalimar Agencies Limited,SAGL
DALMIA INDUSTRIAL DEVELOPMENT LIMITED,DIDL
LATENT LIGHT FINANCE LIMITED.,LATENT
Kome-on Communication Limited,KOCL
Svarnim Trade Udyog Limited,SNIM
NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGAFERT
Shanti Educational Initiatives Limited,SEIL
Rotographics (India) Limited,RGIL
LIKHAMI CONSULTING LIMITED,LIKHAMI
Medico Intercontinental Limited,MIL
Yash Chemex Limited,YASHCHEM
Max Ventures and Industries Limited,MAXVIL
Bazel International Limited,BAZELINTER
JINDAL LEASEFIN LIMITED,JLL
TAAL Enterprises Limited,TAALENT
Mahanagar Gas Limited,MGL
Quest Financial Services Ltd.,QFSL
Zeal Aqua Limited,ZEAL
Quess Corp Limited,QUESS
DIGJAM LIMITED,DIGJAMLMTD
Max India Ltd.,MAXINDIA-
Advance Syntex Limited,ASYL
SIDH AUTOMOBILES LIMITED,SIDH
HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL
Titaanium Ten Enterprise Limited,TITAANIUM
Commercial Syn Bags Limited,COMSYN
CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG
Kwality Pharmaceuticals Limited,KPL
LTIMindtree Limited,LTIM
EAST WEST FREIGHT CARRIERS LTD,EASTWEST
COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS
ASHARI AGENCIES LIMITED,ASHARI
Advanced Enzyme Technologies Limited,ADVENZYMES
Ladam Affortable Housing Limited,LAHL
PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL
Dilip Buildcon Limited,DBL
S.P. Apparels Limited,SPAL
Bigbloc Construction Limited,BIGBLOC
Golden Crest Education & Services Limited,GOLDENCREST
ECS Biztech Limited,ECS
Future Retail Ltd.,FRETAIL
RBL Bank Limited,RBLBANK
AMS POLYMERS LIMITED,AMS
Camson Seeds Limited,CAMSONSEEDS
Shiva Granito Export Limited,SHIVAEXPO
BLS International Services Ltd,BLS
Mitsu Chem Plast Limited,MITSU
Sprayking Limited,SPRAYKING
Dhatre Udyog Limited,DHATRE
Sab Events & Governance Now Media Limited,SABEVENTS
Riddhi Steel and Tube Limited,RSTL
TV VISION LIMITED,TVVISION
Spicy Entertainment and Media Limited,SPICY
Visco Trade Associates Ltd,VISCO
TIAAN CONSUMER LIMITED,TIAANC
L&T Technology Services Limited,LTTS
G N A Axles Limited,GNA
Radhika Jeweltech Limited,RADHIKAJWE
Sabrimala Industries India Limited,SIIL
ICICI Prudential Life Insurance Company Limited,ICICIPRULI
ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL
ARC Finance Limited,ARCFIN
HPL Electric & Power Limited,HPL
Sagarsoft (India) Limited,SAGARSOFT
DRA CONSULTANTS LIMITED,DRA
Valiant Organics Limited,VALIANTORG
ADITYA CONSUMER MARKETING LIMITED,ACML
Shashijit Infraprojects Limited,SHASHIJIT
Bindal Exports Limited,BINDALEXPO
Mewar Hi-Tech Engineering Limited,MHEL
Diksat Transworld Limited,DIKSAT
India Green Reality Limited,IGRL
Endurance Technologies Limited,ENDURANCE
Purple Entertainment Limited,PURPLE
Supra Pacific Financial Services Limited,SUPRAPFSL
PNB Housing Finance Limited,PNBHOUSING
Southern Infosys Limited,SOUTHERNIN
REGENCY FINCORP LIMITED,REGENCY
Varun Beverages Limited,VBL
Salem Erode Investments Ltd.,SALEM
Unipro Technologies Limited,UPROTECH
Franklin Industries Limited,FRANKLININD
LKP Securities Limited,LKPSEC
OSIAJEE TEXFAB LIMITED,OSIAJEE
Corporate Merchant Bankers Limited,CMBL
Sheela Foam Limited,SFL
EIKO LIFESCIENCES LIMITED,EIKO
Aditya Vision Limited,AVL
Heads UP Ventures Limited,HEADSUP
Sparkling (India) Finshares Limited,SIFL
TCI Express Limited,TCIEXP
Shashank Traders Limited,SHASHANK
Laurus Labs Limited,LAURUSLABS
NEW LIGHT APPARELS LIMTED,NEWLIGHT
Axis Mutual Fund,AXISE1D1D
VEERAM SECURITIES LIMITED,VSL
Shree Nidhi Trading Co. Ltd.,SNTCL
MARG TECHNO PROJECTS LIMITED,MTPL
SHANGAR DECOR LIMITED,SHANGAR
Globe Commercials Limited,GLCL
Flora Corporation Limited,FLORACORP
TruCap Finance Limited,TRU
SUPER FINE KNITTERS LIMITED,SKL
Raideep Industries Limited,RAIDEEPIND
Pricol Limited,PRICOLLTD
Classic Filaments Limited,CFL
JITF INFRALOGISTICS LIMITED,JITFINFRA
Sueryaa Knitwear Limited,SUERYAAKNI
Tanvi Foods (India) Limited,TANVI
RMC SWITCHGEARS LIMITED,RMC
Parmax Pharma Limited,PARMAX
LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL
DANUBE INDUSTRIES LIMITED,DANUBE
Music Broadcast Limited,RADIOCITY
Avenue Supermarts Limited,DMART
IFL ENTERPRISES LIMITED,IFL
KD LEISURES LIMITED,KDLL
Ontic Finserve Limited,ONTIC
Sarthak Metals Limited,SMLT
Jash Dealmark Limited,JDML
Chemcrux Enterprises Limited,CHEMCRUX
Manomay Tex India Limited,MANOMAY
Maximus International Limited,MAXIMUS
Manas Properties Limited,MANAS
CL Educate Limited,CLEDUCATE
PRIME FRESH LIMITED,PRIMEFRESH
Oceanic Foods Limited,OCEANIC
Octaware Technologies Limited,OCTAWARE
Shankara Building Products Limited,SHANKARA
Relstruct Buildcon Limited,RELSTRUCT
Escorp Asset Management Limited,ESCORP
PARMESHWARI SILK MILLS LIMITED,PARMSILK
KMS Medisurgi Limited,KMSMEDI
Classic Leasing & Finance Ltd.,CLFL
STARLINEPS ENTERPRISES LIMITED,STARLENT
S Chand And Company Limited,SCHAND
KANUNGO FINANCIERS LIMITED,KANUNGO
Meera Industries Limited,MEERA
Housing &Urban Development Corporation Ltd.,HUDCO
PSP Projects Limited,PSPPROJECT
Bhakti Gems And Jewellery Limited,BGJL
Yug Decor Limited,YUG
VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN
Star Cement Limited,STARCEMENT
Riddhi Corporate Services Limited,RIDDHICORP
Tejas Networks Limited,TEJASNET
Eris Lifesciences Limited,ERIS
Containerway International Limited,CONTAINER
GTPL Hathway Limited,GTPL
AU Small Finance Bank Limited,AUBANK
Gautam Exim Limited,GEL
G G Engineering Limited,GGENG
7NR Retail Limited,7NR
Artemis Global Life Sciences Limited,ARTEMIS
Bhagyanagar Properties Ltd,BHAGYAPROP
Salasar Techno Engineering Limited,SALASAR
Ganges Securities Ltd.,GANGESSECU
Palash Securities Limited,PALASHSECU
AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR
Magadh Sugar & Energy Limited,MAGADSUGAR
Jigar Cables Limited,JIGAR
Captain Technocast Limited,CTCL
Sintex Plastics Technology Ltd.,SPTL
GlobalSpace Technologies Limited,GSTL
SIS LIMITED,SIS
Cochin Shipyard Limited,COCHINSHIP
SMS Lifesciences India Ltd,SMSLIFE
KIOCL Limited,KIOCL
CHOTHANI FOODS LIMITED,CHOTHANI
Smruthi Organics Limited,SMRUTHIORG
Aditya Birla Capital Ltd,ABCAPITAL
Apex Frozen Foods Limited,APEX
Shish Industries Limited,SHISHIND
ANG Lifesciences India Limited,ANG
Dhruv Wellness Limited,DWL
KCD INDUSTRIES INDIA LIMITED,KCDGROUP
A & M Febcon Limited,AMFL
Nouritrans Exim Limited,NEL
Dixon Technologies (India) Limited,DIXON
Bharat Road Network Limited,BRNL
Dishman Carbogen Amcis Limited,DCAL
Lasa Supergenerics Limited,LASA
PRO CLB GLOBAL LIMITED,PROCLB
Matrimony.com Limited,MATRIMONY
Reliance Home Finance Limited,RHFL
Capacit'e Infraprojects Limited,CAPACITE
Sagar Diamonds Limited,SAGAR
ICICI Lombard General Insurance Company Limited ,ICICIGI
Polo Queen Industrial and Fintech Limited ,PQIF
AAYUSH ART AND BULLION LIMITED,AAYUSHBULL
SBI Life Insurance Company Limited,SBILIFE
Prataap Snacks Limited,DIAMONDYD
Share India Securities Limited,SHAREINDIA
Trident Texofab Limited,TTFL
Poojawestern Metaliks Limited,POOJA
Sayaji Industries Limited,SAYAJIIND
Vanta Bioscience Limited,VANTABIO
Mehai Technology  Limited,MEHAI
IRIS Business Services Limited,IRIS
Siddharth Education Services Limited,SIDDH
Shree Ganesh Remedies Limited,SGRL
Shreeji Translogistics Limited,STL
Godrej Agrovet Limited,GODREJAGRO
MIDEAST INTEGRATED STEELS LIMITED,MESCON
MAS Financial Services Limited,MASFIN
Indian Energy Exchange Limited,IEX
General Insurance Corporation of India,GICRE
Kaarya Facilities and Services Limited,KAARYAFSL
SHEETAL COOL PRODUCTS LIMITED,SCPL
Tube Investments of India Ltd,TIINDIA
NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA
Mahindra Logistics Limited,MAHLOG
The New India Assurance Company Limited,NIACL
IFGL Refractories Limited,IFGLEXPOR
Khadim India Limited,KHADIM
5paisa Capital Limited,5PAISA
HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE
Sanghvi Brands Limited,SBRANDS
SHARIKA ENTERPRISES LIMITED,SHARIKA
Aspira Pathlab & Diagnostics Limited,ASPIRA
Diligent Media Corporation Limited,DNAMEDIA
Eastern Gases Limited,EASTERNGAS
Dynamic Cables Limited,DYCL
Ratnabhumi Developers Limited,RATNABHUMI
Shalby Limited,SHALBY
Future Supply Chain Solutions Limited,FSC
MRC AGROTECH LIMITED,MRCAGRO
Diggi Multitrade Limited,DML
Kids Medical Systems Limited,KMSL
SADHNA BROADCAST LTD,SADHNA
Santosh Industries Limited,SANTOSHIND
Vitesse Agro Limited,VITESSE
Astron Paper & Board Mill Limited,ASTRON
Chandrima Mercantiles limited ,CHANDRIMA
Rithwik Facility Management Services Limited,RITHWIKFMS
Jhandewalas Foods Limited,JFL
7SEAS ENTERTAINMENT LIMITED,7SEASL
Apollo Micro Systems Limited,APOLLO
Newgen Software Technologies Limited,NEWGEN
Praxis Home Retail Limited ,PRAXIS
Amber Enterprises India Limited,AMBER
CRP Risk Management Limited,CRPRISK
TIRUPATI FOAM LIMITED,TIRUFOAM
SRU Steels Limited,SRUSTEELS
Ashoka Metcast Limited,ASHOKAMET
Galaxy Surfactants Limited,GALAXYSURF
Gautam Gems Limited,GGL
MEDICO REMEDIES LIMITED,MEDICO
Gujarat Hy-Spin Limited,GUJHYSPIN
Focus Suites Solutions & Services Limited,FSSPL
LORENZINI APPARELS LIMITED,LAL
Kenvi Jewels Limited,KENVI
The Indian Wood Products Co. Ltd.,IWP
Tasty Dairy Specialities Limited,TDSL
Bhatia Communications & Retail (India) Limited,BHATIA
Shiva Mills Limited,SHIVAMILLS
Aster DM Healthcare Limited,ASTERDM
The Yamuna Syndicate Ltd ,YSL
KANCO TEA & INDUSTRIES LIMITED,KANCOTEA
Angel Fibers Limited,ANGEL
H.G. Infra Engineering Limited,HGINFRA
East India Securities Limited,EIS
Inflame Appliances Limited,INFLAME
Bharat Parenterals Limited,BPLPHARMA
Shreeshay Engineers Limited,SHREESHAY
APEX CAPITAL AND FINANCE LIMITED,ACFL
Bharat Dynamics Limited,BDL
Active Clothing Co  Limited,ACTIVE
Ridings Consulting Engineers India Limited,RIDINGS
GOYAL ALUMINIUMS LIMITED,GOYALALUM
Bandhan Bank Limited,BANDHANBNK
Hindustan Aeronautics Limited,HAL
KBC GLOBAL LIMITED,KBCGLOBAL
Sandhar Technologies Limited,SANDHAR
YASHO INDUSTRIES LIMITED,YASHO
Benara Bearings and Pistons Limited,BENARA
ICICI Securities Limited,ISEC
Mishra Dhatu Nigam Limited,MIDHANI
Lex Nimble Solutions Limited,LEX
Orissa Bengal Carrier Limited,OBCL
Taylormade Renewables Limited,TRL
Lemon Tree Hotels Limited,LEMONTREE
Chemfab Alkalis Ltd,CHEMFAB
HARDWYN INDIA LIMITED,HARDWYN
DR LALCHANDANI LABS LIMITED,DLCL
Orient Electric Limited,ORIENTELEC
Dhruv Consultancy Services Limited,DHRUV
Akshar Spintex Limited,AKSHAR
Indo US Bio-Tech Limited,INDOUS
IndoStar Capital Finance Limited,INDOSTAR
Milestone Furniture Limited,MILEFUR
U. H. ZAVERI LIMITED,UHZAVERI
Parvati Sweetners and Power Ltd.,PARVATI
Megastar Foods Limited,MEGASTAR
Innovators Facade Systems Limited,INNOVATORS
UNIFINZ CAPITAL INDIA LIMITED,UCIL
ZIM Laboratories Limited,ZIMLAB
Arihant Institute Limited,ARIHANTINS
Affordable Robotic & Automation Limited,AFFORDABLE
Dollar Industries Limited,DOLLAR
NAKODA GROUP OF INDUSTRIES LIMITED,NGIL
Palm Jewels Limited,PALMJEWELS
Waa Solar Limited,WAA
Adani Green Energy Limited,ADANIGREEN
Unick Fix-A- Form and Printers Limited,UNICK
SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA
TALWALKARS HEALTHCLUBS LIMITED,TALWGYM
GAYATRI HIGHWAYS LTD,GAYAHWS
RITES Limited,RITES
Fine Organic Industries Limited,FINEORG
Varroc Engineering Limited,VARROC
Rajnish Wellness Limited,RAJNISH
HI-TECH WINDING SYSTEMS LIMITED,HITECHWIND
Sophia Traexpo Limited,STRAEXPO
Raw Edge Industrial Solutions Limited,RAWEDGE
TCNS Clothing Co. Limited,TCNSBRANDS
Supershakti Metaliks Limited,SUPERSHAKT
Ashnisha Industries Limited,ASHNI
RACONTEUR GLOBAL RESOURCES LIMITED,RACONTEUR
HDFC Asset Management Company Limited,HDFCAMC
Vivanta Industries Limited,VIVANTA
Fratelli Vineyards Limited,FRATELLI
CreditAccess Grameen Ltd.,CREDITACC
AMIN TANNERY LIMITED,AMINTAN
Deep Polymers Limited,DEEP
Sungold Media and Entertainment Limited,SMEL
Add-Shop E-Retail Limited,ASRL
Space Incubatrics Technologies Limited,SPACEINCUBA
Synergy Green Industries Limited,SGIL
Ranjeet Mechatronics Limited,RANJEET
SKY GOLD LIMITED,SKYGOLD
Mac Hotels Limited,MACH
Manorama Industries Limited,MANORAMA
Innovative Ideals and Services (India) Limited,INNOVATIVE
AAVAS Financiers Limited,AAVAS
GENERA AGRI CORP LTD,GENERAAGRI
DEVOTED CONSTRUCTION LIMITED,DCL
Garden Reach Shipbuilders & Engineers Limited,GRSE
A-1 LIMITED,A1L
Dolfin Rubbers Limited,DOLFIN
Shubham Polyspin Limited,SHUBHAM
AKI India Limited,AKI
Sun Retail Limited,SUNRETAIL
S. M. Gold Limited,SMGOLD
VIVID MERCANTILE LIMITED,VIVIDM
BCPL Railway Infrastructure Limited,BCPL
ADANI TOTAL GAS LIMITED,ATGL
Netripples Software Limited,NETRIPPLES
The Phosphate Company Limited,PHOSPHATE
Mirae Asset Mutual Fund,NIFTYETF
Techno Electric & Engineering Company Limited,TECHNOE
Roni Households Limited,RONI
Shree Krishna Infrastructure Limited,SKIFL
Diksha Greens Limited,DGL
Aryan Share & Stock Brokers Ltd.,ARYAN
NIVAKA FASHIONS LIMITED,NIVAKA
Nila Spaces Ltd,NILASPACES
Shankar Lal Rampal Dye-Chem Limited,SRD
Trejhara Solutions Limited,TREJHARA
Deccan Health Care Limited,DECCAN
Axita Cotton Limited,AXITA
KPI Green Energy Limited,KPIGREEN
Hi-Klass Trading and Investment Limited,HIKLASS
RPSG VENTURES LIMITED,RPSGVENT
Spencer's Retail Limited,SPENCERS
Gloster Ltd,GLOSTERLTD
Xelpmoc Design and Tech Limited,XELPMOC
SPA Capital Services Limited,SPACAPS
Aar Shyam India Investment Company Limited,AARSHYAM
Ritco Logistics Limited,RITCO
Chalet Hotels Limited,CHALET
Anmol India Limited,ANMOL
Jonjua Overseas Limited,JONJUA
Kranti Industries Limited,KRANTI
The Anup Engineering Ltd,ANUP
Gleam Fabmat Limited,GLEAM
Arvind Fashions Limited,ARVINDFASN
Mahip Industries Limited,MAHIP
AMBASSADOR INTRA HOLDINGS LIMITED,AIHL
Jyot International Marketing Limited,JYOTIN
Ashapuri Gold Ornament Limited,AGOL
Aartech Solonics Limited,AARTECH
Humming Bird Education Limited,HBEL
MSTC Limited,MSTCLTD
Roopshri Resorts Limited,ROOPSHRI
Chandni Machines Limited,CHANDNIMACH
Northern Spirits Limited,NSL
Cox & Kings Financial Service Limited,CKFSL
Rail Vikas Nigam Limited,RVNL
Metropolis Healthcare Limited,METROPOLIS
KPIT Technologies Ltd,KPITTECH
Polycab India Limited,POLYCAB
JINAAM’S DRESS LIMITED,JINAAM
V R FILMS & STUDIOS LIMITED,VRFILMS
VIKAS LIFECARE LIMITED,VIKASLIFE
Neogen Chemicals Limited,NEOGEN
G. K. P. Printing & Packaging Limited,GKP
White Organic Retail Limited,WORL
EVANS ELECTRIC LIMITED,EVANS
BMW INDUSTRIES LIMITED,BMW
Artemis Electricals and Projects Limited,AEPL
Mahesh Developers Limited,MAHESH
Cian Healthcare Limited,CHCL
Dhanashree Electronics Limited,DEL
Harish Textile Engineers Limited,HARISH
Suich Industries Limited,SUICH
Prakash Pipes Limited,PPL
Digicontent Limited,DGCONTENT
Parshva Enterprises Limited,PARSHVA
Anand Rayons Limited,ARL
Murae Organisor Limited,MURAE
SBC EXPORTS LIMITED,SBC
IndiaMART InterMESH Limited,INDIAMART
City Pulse Multiplex Limited,CPML
SK International Export Limited,SKIEL
DCM NOUVELLE LIMITED,DCMNVL
Affle (India) Limited,AFFLE
SEACOAST SHIPPING SERVICES LIMITED,SEACOAST
Spandana Sphoorty Financial Limited,SPANDANA
STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR
Alphalogic Techsys Limited,ALPHALOGIC
Novateor Research Laboratories Limited,NOVATEOR
360 ONE WAM LIMITED,360ONE
IIFL CAPITAL SERVICES LIMITED,IIFLCAPS
MUFIN GREEN FINANCE LIMITED,MUFIN
Misquita Engineering Limited,MISQUITA
Galactico Corporate Services Limited,GALACTICO
Vaxfab Enterprises Limited,VEL
Gujarat Fluorochemicals Limited,FLUOROCHEM
Indian Railway Catering & Tourism Corporation Ltd,IRCTC
GOBLIN INDIA LIMITED,GOBLIN
Gensol Engineering Limited,GENSOL
Vishwaraj Sugar Industries Limited,VISHWARAJ
Greenpanel Industries Limited,GREENPANEL
Shahlon Silk Industries Limited,SHAHLON
MOUNT HOUSING AND INFRASTRUCTURE LIMITED,MOUNT
Anuroop Packaging Limited,ANUROOP
COLAB CLOUD PLATFORMS LIMITED,COLABCLOUD
CSB Bank Limited,CSBBANK
Ujjivan Small Finance Bank Limited,UJJIVANSFB
Hindware Home Innovation Limited,HINDWAREAP
Easun Capital Markets Limited,EASUN
Prince Pipes and Fittings Limited,PRINCEPIPE
Assam Entrade Limited,ASSAMENT
Gian Life Care Limited,GIANLIFE
Artemis Medicare Services Limited,ARTEMISMED
SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM
Janus Corporation Limited,JANUSCORP
Vardhan Capital & Finance Limited,VARDHANCFL
Birla Tyres Limited,BIRLATYRE
UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO
Chandra Bhagat Pharma Limited,CBPL
ICL Organic Dairy Products Limited,ICLORGANIC
Octavius Plantations Limited,OCTAVIUSPL
SUVEN PHARMACEUTICALS LIMITED,SUVENPHAR
SM Auto Stamping Limited,SMAUTO
SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD
RO Jewels Limited,ROJL
Cospower Engineering Limited,COSPOWER
HITACHI ENERGY INDIA LIMITED,POWERINDIA
DJ Mediaprint & Logistics Limited,DJML
Natural Biocon (India) Limited,NATURAL
REGIS INDUSTRIES LIMITED,REGIS
Billwin Industries Limited,BILLWIN
